,Score
9244,7.15
13543,Unknown
4067,6.02
10359,Unknown
14995,5.94
3145,7.28
10772,7.25
11204,Unknown
13045,6.13
7926,Unknown
14782,Unknown
15144,5.48
540,6.38
4235,5.57
5507,5.47
13788,Unknown
11131,6.24
754,6.26
16176,6.85
2542,6.12
6073,Unknown
9840,3.72
5218,5.05
11833,6.81
17011,5.97
237,6.84
4271,7.24
5875,5.79
6657,6.11
100,8.17
13596,Unknown
16030,8.35
12053,7.48
9453,Unknown
5362,7.9
4766,5.16
7503,6.56
11631,7.64
8793,6.82
12011,4.68
1308,7.34
1582,5.83
15505,Unknown
2431,6.66
1044,5.99
14644,Unknown
5009,5.35
15782,6.47
1487,6.09
7633,Unknown
5795,5.75
5491,5.52
13974,6.97
618,6.23
3799,5.23
9977,5.12
1600,6.59
12945,Unknown
13202,5.78
1752,7.83
16181,5.89
2040,7.51
2083,6.39
7965,Unknown
16951,Unknown
546,7.71
6199,5.11
14642,Unknown
13113,Unknown
14230,7.17
5147,6.94
14110,Unknown
8867,6.87
15767,7.02
6014,7.52
7169,7.7
175,7.35
17163,Unknown
2208,6.69
17456,Unknown
3787,6.37
10889,Unknown
9318,Unknown
17522,Unknown
13810,6.26
2441,7.3
9568,6.31
1322,6.49
1603,7.36
8014,8.21
4065,6.11
1294,7.8
2000,5.83
13396,Unknown
2063,7.26
1507,6.99
10940,7.53
1559,7.73
11218,7.3
5577,5.83
10048,5.51
9559,6.74
5611,6.31
10520,5.1
5335,6.0
17251,Unknown
4141,6.12
17109,Unknown
3549,6.56
6016,8.42
6906,6.3
6720,6.28
1235,7.84
16001,Unknown
16617,7.07
2251,6.42
9217,6.44
14735,Unknown
10549,6.26
9558,Unknown
14963,9.1
12242,8.99
10807,6.13
16045,7.25
947,6.45
14689,Unknown
15474,Unknown
2970,7.32
10880,8.02
3885,5.33
17234,Unknown
14597,8.15
9994,Unknown
6697,6.87
10031,Unknown
14201,7.46
7131,6.31
6058,6.78
1840,7.24
1564,6.39
3673,5.85
4311,5.29
4698,6.13
3320,6.16
5192,5.59
4468,6.69
4773,4.87
6575,7.4
12698,Unknown
4709,6.39
847,7.27
15697,6.23
838,6.45
8740,Unknown
7532,Unknown
7759,5.47
4597,7.65
5785,7.25
17024,6.17
604,6.65
7225,6.61
2311,5.41
10590,5.93
1982,6.93
8391,7.21
8677,Unknown
5728,6.08
2823,6.09
4551,5.28
5336,6.19
4453,Unknown
14833,Unknown
3749,5.6
10454,Unknown
8001,Unknown
15452,Unknown
12978,Unknown
9079,Unknown
524,6.35
15392,Unknown
9139,Unknown
8450,7.17
14993,Unknown
16013,6.2
11611,4.44
122,7.11
4366,6.33
10154,Unknown
2302,7.52
15510,Unknown
14586,Unknown
5820,7.21
9197,5.06
9515,Unknown
14152,7.3
8880,5.05
3055,6.48
3566,6.68
48,7.58
501,7.76
3185,6.73
10556,6.04
229,7.84
11191,7.93
2824,5.93
8772,6.8
11724,5.2
3007,5.88
4305,4.89
1074,7.07
11325,6.05
12846,Unknown
7653,Unknown
7210,5.22
2944,6.02
9724,7.64
14121,6.73
8638,Unknown
4433,6.52
14972,Unknown
4161,7.19
16153,Unknown
14560,5.46
6878,5.55
14162,6.3
5322,6.39
11250,6.91
10585,7.16
2419,6.28
13953,7.19
13613,Unknown
11423,5.64
11008,Unknown
1017,7.09
17440,Unknown
8540,6.76
7743,6.27
1928,7.14
16397,5.23
350,6.37
13287,6.85
223,7.05
6030,6.59
17018,Unknown
16986,Unknown
9179,8.46
11545,6.2
2500,6.86
12147,6.0
564,7.33
12898,9.0
12484,7.72
11466,6.45
3385,5.71
3933,6.93
7959,6.54
2707,6.74
2790,7.08
3446,6.09
11585,7.64
3535,7.69
12163,Unknown
17405,Unknown
14785,5.46
7525,Unknown
821,7.34
16137,5.81
8278,6.53
8273,7.2
12440,Unknown
16949,Unknown
9023,Unknown
7645,5.8
12914,7.18
2833,6.03
7406,5.61
15747,Unknown
16783,Unknown
8240,6.49
15792,Unknown
14574,5.89
7768,Unknown
14198,Unknown
4095,6.41
2689,5.62
1189,7.29
9285,Unknown
4845,6.45
5210,6.37
3990,5.95
8060,Unknown
5676,5.97
14572,Unknown
12501,Unknown
12271,Unknown
12136,5.92
11082,7.55
3880,5.94
12463,7.49
16811,Unknown
9818,Unknown
4934,Unknown
14007,5.93
16870,Unknown
7746,6.32
5235,7.35
3945,7.39
2164,5.68
2886,7.09
15086,6.55
13037,4.7
14744,Unknown
15324,6.89
5666,6.42
172,7.17
639,6.99
9952,Unknown
11620,7.24
16399,6.35
10010,Unknown
5065,5.33
14396,Unknown
15373,Unknown
7435,3.47
13898,6.27
15815,6.02
8919,5.38
16745,Unknown
13642,5.9
9026,Unknown
2486,6.24
9322,6.26
16354,5.55
11540,Unknown
8257,Unknown
13229,6.3
12824,Unknown
2024,6.49
1872,6.29
354,6.64
5360,Unknown
11817,5.36
1164,6.11
15342,Unknown
16486,6.7
3395,5.36
16263,Unknown
3127,7.42
17226,Unknown
10715,6.82
9383,8.45
16507,6.92
4354,5.7
12514,6.13
16920,Unknown
3587,5.67
9691,Unknown
324,6.45
7890,6.42
5171,5.03
5648,6.8
6743,Unknown
13769,8.45
3209,5.8
15626,7.38
11242,Unknown
4752,6.31
8879,5.76
2379,7.64
13141,Unknown
8021,7.18
10934,5.89
6658,7.46
16112,5.65
8177,5.48
15284,Unknown
4421,4.47
1101,6.83
12564,Unknown
8609,7.52
8061,5.72
3250,6.96
3557,6.48
709,7.87
118,8.29
4598,Unknown
2042,7.63
7419,6.06
6130,6.94
16930,Unknown
317,7.25
5315,6.43
13574,Unknown
6606,7.98
16663,Unknown
5003,6.49
6523,7.22
9573,7.48
4273,7.84
5739,5.66
15920,Unknown
5470,6.0
5816,Unknown
11109,7.73
87,7.29
7630,5.59
4163,7.62
3382,5.58
403,7.57
4911,7.02
9365,Unknown
13318,6.79
6378,6.1
2241,7.0
13520,6.34
13473,7.07
15164,6.51
6310,6.3
9219,5.94
5517,6.58
2436,6.9
4689,6.43
12750,7.56
9470,Unknown
10289,7.34
6856,Unknown
12184,6.82
6654,6.74
1425,7.06
5027,Unknown
5281,6.55
11592,6.1
1502,6.83
16261,Unknown
678,6.75
6673,8.04
5851,6.79
7194,7.66
10665,6.48
5053,5.28
1850,7.24
6522,7.12
1070,6.04
10166,Unknown
6784,6.13
15750,Unknown
3392,7.11
1099,7.2
14946,Unknown
14655,5.73
418,6.59
11912,Unknown
5819,Unknown
11179,8.51
15089,7.47
11535,4.69
17384,Unknown
8400,6.43
14960,5.96
10369,Unknown
4893,7.02
8720,Unknown
8971,Unknown
722,7.79
5176,7.43
1860,6.37
16075,Unknown
1687,6.07
8498,7.26
16774,6.82
1992,7.71
12264,7.41
12469,Unknown
11160,Unknown
10731,Unknown
6117,6.31
3459,6.13
6567,6.54
16571,Unknown
14235,5.43
9296,7.14
11073,Unknown
14873,Unknown
8949,Unknown
5492,5.59
10911,7.36
16696,Unknown
15785,Unknown
8449,7.55
16467,Unknown
9232,5.25
15119,6.95
12085,5.14
3625,4.66
15008,6.47
16703,Unknown
8695,Unknown
14896,7.61
848,6.88
2248,5.53
5616,Unknown
15669,Unknown
16670,Unknown
13404,Unknown
8118,7.22
5303,6.56
4052,Unknown
11544,5.93
15458,Unknown
4076,5.08
997,5.97
4332,6.3
9368,6.18
551,5.96
15219,Unknown
4372,6.08
3497,5.7
10217,Unknown
15148,5.46
16139,Unknown
1407,6.76
15926,9.17
17284,Unknown
12078,6.59
693,7.04
5011,5.6
3443,5.39
9174,6.02
4175,6.33
4222,Unknown
8283,Unknown
13540,8.21
17348,Unknown
261,6.8
16961,Unknown
5497,5.29
12319,6.23
4016,6.78
3626,5.39
11541,4.94
445,7.72
6752,6.1
5111,5.98
3555,6.97
7338,Unknown
3367,7.94
12523,5.52
2526,7.3
12527,7.13
10452,5.95
1168,7.3
4144,Unknown
7892,4.77
8276,Unknown
3149,5.27
880,7.35
6747,6.13
13300,7.77
7572,6.41
17188,Unknown
1467,7.4
8154,Unknown
13811,Unknown
6537,6.22
452,7.16
4137,6.46
3039,7.05
4150,6.38
12961,5.71
10421,5.44
14737,Unknown
579,6.72
6571,8.18
7467,Unknown
13895,6.82
14910,Unknown
14886,Unknown
4157,7.59
6349,6.59
13498,6.72
13813,7.53
402,7.88
4428,6.68
3057,7.24
7060,5.58
164,7.89
12645,6.61
3317,6.91
7865,Unknown
14112,Unknown
6851,7.7
1847,6.24
14932,7.18
1334,7.82
8779,7.53
16542,6.99
12976,Unknown
8945,Unknown
16405,7.88
6997,5.11
706,6.19
3491,Unknown
4573,7.3
12947,Unknown
7706,Unknown
7054,5.04
5580,6.4
3151,5.54
6617,5.81
4784,4.52
4022,5.86
11176,Unknown
9266,6.25
12615,Unknown
13086,Unknown
9118,5.98
12209,6.86
2429,6.2
246,7.5
3815,6.57
10564,Unknown
9089,Unknown
2262,6.61
835,6.44
8624,Unknown
1173,6.03
16566,6.74
6437,7.35
13243,7.13
11011,5.97
16451,5.71
5289,5.85
8098,Unknown
12665,5.52
250,7.22
9998,Unknown
7952,5.95
17390,Unknown
7334,7.36
2793,6.7
15927,Unknown
7795,Unknown
16155,Unknown
3407,7.32
8625,7.53
15924,7.14
7422,5.78
8963,6.6
1997,4.93
13302,7.06
12203,Unknown
5629,6.81
4002,7.58
12536,5.92
4753,5.55
16712,5.4
16936,6.44
4196,4.85
9635,5.69
3681,5.28
3019,6.94
4310,5.9
7448,Unknown
14224,6.13
3985,5.98
9205,Unknown
13100,Unknown
2569,6.21
13528,Unknown
4277,6.3
3666,6.05
8412,7.16
17480,Unknown
2446,7.13
6821,Unknown
12558,Unknown
6520,7.52
14509,Unknown
8959,7.15
3172,6.76
1223,5.69
544,6.84
1204,6.3
10358,Unknown
8613,4.92
9257,7.73
7242,6.49
2637,5.56
8761,7.39
11237,8.11
15758,Unknown
15478,6.03
16454,6.63
877,6.7
8388,6.62
98,6.56
4379,5.71
13538,Unknown
3908,6.23
7688,6.39
10739,Unknown
6496,7.33
16352,Unknown
8447,6.92
17208,6.6
8075,Unknown
6964,6.18
6479,7.19
4711,6.79
12642,6.68
14193,6.13
15660,7.05
2682,7.08
10927,7.57
2508,6.46
13941,Unknown
4314,Unknown
11878,3.84
13785,5.54
5356,Unknown
6639,6.89
5972,6.15
9436,Unknown
3734,Unknown
14887,Unknown
7787,5.97
16169,6.76
1876,5.49
11285,6.6
5262,6.12
8446,5.9
5159,6.42
15630,5.91
11642,7.68
759,6.59
5481,5.28
654,7.71
5812,5.88
5288,5.52
2892,7.35
5636,7.84
9612,6.74
3044,6.0
8520,7.45
14824,6.86
13290,7.19
7318,7.04
6159,Unknown
10910,7.34
6022,7.07
5092,Unknown
16513,7.28
11997,6.72
1131,7.54
3659,6.07
13360,Unknown
16007,6.56
2663,7.01
16844,7.11
5378,6.05
10012,Unknown
9554,6.53
5533,6.2
4,6.98
13852,Unknown
16058,7.26
13313,Unknown
14072,Unknown
2880,5.47
5839,6.26
3381,5.71
9494,Unknown
15631,8.88
4957,5.37
13438,5.19
5720,6.68
12107,Unknown
942,6.01
3235,6.9
3257,6.82
14304,6.53
13985,8.22
8368,Unknown
8627,6.36
10111,Unknown
308,7.19
1565,5.33
6727,7.02
2135,6.59
11136,5.31
16511,Unknown
13840,5.32
10909,7.3
15494,6.09
16147,8.54
7393,6.97
2276,7.19
7072,6.04
13477,5.27
16584,Unknown
2623,6.2
12121,Unknown
8534,5.73
16839,6.13
231,7.65
8371,6.51
10134,Unknown
737,5.58
2838,6.45
10687,5.81
8216,6.19
11573,5.47
11044,5.17
12252,Unknown
5705,6.96
10694,Unknown
9513,Unknown
5935,5.47
6495,6.39
755,6.43
14229,6.29
17047,7.27
8119,7.58
8992,7.49
14303,5.45
6200,5.55
16440,Unknown
69,7.72
5367,Unknown
8084,Unknown
5682,7.81
16867,Unknown
15196,Unknown
1680,6.91
13442,6.38
15107,Unknown
9661,6.32
5961,8.21
2603,6.23
7868,Unknown
11124,6.3
14677,5.28
11360,5.7
8669,6.15
16984,Unknown
2283,6.78
3732,7.62
9045,Unknown
12181,6.34
8943,6.47
17071,5.7
15939,7.9
14795,8.18
6620,8.15
11675,6.29
5127,Unknown
13196,Unknown
1545,6.28
739,6.21
14497,5.51
13961,5.72
6984,Unknown
6795,7.05
3518,7.36
15991,5.4
773,7.67
865,7.33
8521,7.52
5200,7.37
14961,6.28
641,6.95
12689,5.58
10784,Unknown
3203,6.39
7288,6.13
5204,5.35
9057,5.03
17197,Unknown
11998,5.8
6923,Unknown
3840,5.8
13062,4.79
15115,5.02
14013,5.63
6665,6.55
13206,Unknown
16493,6.77
3309,6.52
363,7.99
3723,4.04
7670,5.67
4726,6.75
14827,Unknown
2940,8.53
471,6.59
1641,7.03
16516,Unknown
15286,7.61
15235,Unknown
1172,6.08
15345,Unknown
6085,Unknown
9602,Unknown
17177,Unknown
11659,6.73
3364,5.53
15093,5.76
10475,4.8
1410,7.07
12056,5.82
6666,7.02
8634,Unknown
815,6.89
6500,Unknown
7322,6.98
2131,7.39
1797,5.77
7727,5.56
4575,4.73
5190,5.23
8167,Unknown
3122,5.68
5365,Unknown
4275,8.01
523,8.25
3089,5.28
11524,5.22
17546,Unknown
12095,Unknown
5253,6.11
15365,Unknown
1532,5.85
13298,5.88
2831,6.07
8269,6.11
9727,7.39
7489,Unknown
10721,5.94
14439,6.53
11511,6.48
1299,8.15
6273,7.54
5499,5.33
11607,7.48
13509,6.72
9294,Unknown
15170,5.42
1480,6.66
1601,6.92
10151,5.69
5091,5.63
7067,6.68
11625,6.25
10969,5.69
3661,6.71
14213,Unknown
8747,Unknown
4825,6.08
9355,Unknown
5680,6.14
397,7.18
14693,5.87
2506,7.71
12401,4.93
11566,Unknown
3010,5.49
14713,8.19
723,6.81
300,7.69
15909,6.49
11224,Unknown
7328,Unknown
10284,4.93
4185,5.46
2713,4.62
14386,Unknown
16682,Unknown
14151,5.66
4582,7.29
16766,6.59
7367,7.35
11496,6.45
2511,6.51
7433,6.59
16499,Unknown
9344,Unknown
6965,7.38
1212,5.55
7055,7.39
10303,5.32
15545,7.63
9261,Unknown
13771,7.58
11396,7.4
13581,Unknown
5427,6.04
11877,6.55
13809,5.49
8857,5.05
7216,7.24
5994,6.44
8834,5.6
3767,6.17
4272,7.98
17286,Unknown
13846,6.51
786,6.87
11869,7.5
11235,Unknown
13003,6.63
7853,Unknown
16560,Unknown
15471,Unknown
2905,7.19
4626,Unknown
996,7.9
14495,6.33
154,7.55
7246,7.56
6250,5.82
13519,6.38
8055,4.77
17167,Unknown
5523,7.33
12981,6.6
7505,5.88
8926,6.77
156,6.69
12412,Unknown
3085,5.98
13134,6.17
1552,5.39
11052,Unknown
12239,5.67
495,7.63
2321,6.37
912,7.75
11386,6.71
8777,Unknown
151,6.93
11072,Unknown
14743,Unknown
12918,Unknown
1738,6.51
3001,5.81
9309,6.4
11648,7.92
6961,5.75
16710,Unknown
2883,7.33
3720,6.01
7127,7.93
17509,Unknown
10235,5.62
888,5.76
5471,5.97
3201,7.29
16476,Unknown
4823,7.62
4704,6.03
343,7.05
4136,6.21
13628,6.38
3188,5.23
4522,6.61
2223,6.27
2121,3.96
6858,Unknown
13088,Unknown
12948,Unknown
11231,5.09
11920,6.25
10252,Unknown
7366,Unknown
15434,Unknown
4734,Unknown
15954,6.12
1465,5.49
4593,4.9
3565,6.74
5840,5.83
283,6.01
16954,7.12
6175,Unknown
15612,6.62
8911,Unknown
4151,Unknown
17281,Unknown
11331,5.97
10313,6.63
7376,7.1
10765,Unknown
16968,5.58
8861,Unknown
11039,Unknown
3161,5.96
2630,6.98
14979,5.1
16128,Unknown
12610,5.64
15039,7.54
1203,5.93
6413,5.07
12801,Unknown
616,7.03
10118,6.37
3114,4.91
15327,Unknown
14668,6.63
7481,6.57
11731,Unknown
2728,4.54
11750,5.37
15004,6.38
10318,Unknown
15601,Unknown
13791,Unknown
1357,6.41
13573,Unknown
7798,6.13
8997,Unknown
14601,6.1
7776,6.72
1590,5.28
17322,Unknown
3140,7.92
5338,Unknown
14819,5.76
12764,Unknown
547,7.62
7118,6.26
14638,Unknown
6937,5.89
26,8.31
1067,7.33
3918,Unknown
6604,5.64
5529,5.03
6678,7.45
5398,Unknown
10884,5.22
8081,Unknown
9413,5.81
16343,5.76
17119,Unknown
437,6.76
11320,6.38
16801,Unknown
5269,6.66
1861,6.63
14276,Unknown
8316,7.3
9225,6.25
15971,6.15
2706,6.73
16010,Unknown
8518,5.33
5325,7.78
15694,Unknown
6957,4.71
14563,6.8
5966,Unknown
16003,5.77
12489,6.92
4011,7.08
3462,6.65
534,7.87
14233,6.86
585,6.56
13391,7.34
11716,5.27
13522,Unknown
12770,Unknown
8683,5.45
9743,5.94
14444,6.42
9088,Unknown
14511,6.47
6464,6.91
10148,4.82
14835,7.28
16991,Unknown
1916,5.56
16641,6.3
9697,5.14
8107,Unknown
8082,5.38
1910,6.73
11946,5.71
14529,6.37
1133,6.78
12284,5.77
13580,Unknown
1317,4.74
4368,5.55
8313,5.67
14476,Unknown
17296,Unknown
7325,7.45
6080,6.26
11269,6.53
2601,7.2
6568,Unknown
13982,Unknown
2173,5.63
3605,5.93
6429,5.85
10671,4.76
7995,Unknown
9142,6.74
3768,6.12
5077,6.56
8274,6.72
9599,Unknown
4631,Unknown
11028,5.48
240,8.29
11100,7.22
15609,Unknown
7602,5.72
14670,6.67
1867,6.39
11092,5.93
17489,Unknown
11013,5.4
2521,Unknown
12422,7.94
1820,6.43
2410,7.06
8243,Unknown
6637,6.49
5187,4.89
12656,7.66
4565,7.1
7942,7.22
15589,Unknown
6391,5.35
2118,5.26
10050,Unknown
3779,5.25
17255,Unknown
4961,5.92
2809,7.3
498,7.7
918,7.23
12618,Unknown
8617,4.99
4284,7.13
13821,6.39
11299,6.23
228,7.07
15882,Unknown
12324,Unknown
2741,7.25
9271,6.16
11963,5.49
6001,7.07
5718,6.4
17195,Unknown
5583,6.1
15964,Unknown
16373,Unknown
10977,4.93
1128,7.29
17521,Unknown
14410,5.83
10400,6.02
13111,Unknown
10298,6.39
1706,6.15
7450,5.88
3153,5.61
10364,Unknown
13966,7.41
14107,Unknown
512,6.0
6240,6.78
7104,7.51
10566,4.52
9824,6.23
12229,6.55
10490,6.9
17357,Unknown
10936,7.06
2721,6.56
7445,Unknown
7893,7.46
7509,6.29
14436,Unknown
8042,5.82
11409,5.7
11505,5.27
15668,Unknown
14628,6.87
15120,6.78
12864,Unknown
13033,5.57
13707,Unknown
9053,5.87
12568,Unknown
6054,6.73
12724,Unknown
15384,Unknown
2550,6.11
16599,Unknown
7440,Unknown
16596,6.41
6768,7.55
12220,6.48
2681,5.44
6449,6.71
13054,5.67
1045,6.65
2644,6.09
4435,5.24
4487,6.84
2061,8.42
4645,7.09
9112,Unknown
3775,5.37
16377,8.16
5596,5.05
16693,Unknown
9297,7.92
7265,7.42
11899,5.47
14380,6.15
4174,7.47
15225,6.89
9216,4.89
15779,6.21
11264,5.78
12571,Unknown
10143,Unknown
16681,Unknown
8543,7.99
15097,Unknown
983,6.34
12810,6.45
5480,5.38
14841,Unknown
4797,6.43
12125,6.39
3662,6.31
16889,Unknown
10486,7.35
6947,5.47
4657,6.63
6414,7.24
17245,7.34
3150,6.12
11825,4.75
16374,Unknown
4813,6.83
9265,Unknown
5969,Unknown
2939,6.6
1340,7.52
1391,6.69
14829,Unknown
16315,6.51
16959,Unknown
8802,Unknown
13752,7.1
13900,5.51
11361,6.56
6146,Unknown
9775,6.71
1412,7.13
2256,5.96
16753,Unknown
17035,6.56
6120,Unknown
2212,6.87
5603,Unknown
8881,5.42
6004,5.42
5417,7.58
4938,6.16
3624,4.61
3158,5.95
4267,7.15
9158,Unknown
463,6.71
1754,6.77
15981,5.34
11359,6.83
6380,7.4
3829,6.75
378,6.48
12596,7.86
1335,7.78
17305,Unknown
2716,5.32
12097,Unknown
14278,Unknown
16695,5.33
16727,Unknown
15938,Unknown
10003,Unknown
6322,6.41
12062,5.25
12331,7.47
1894,6.39
9399,6.52
4661,8.36
16888,6.39
7769,7.78
7090,6.19
6221,7.7
11509,5.3
9381,6.18
12863,Unknown
11742,Unknown
7037,7.8
13043,Unknown
12731,6.37
10930,6.85
10952,6.44
14575,5.77
13012,Unknown
14354,5.78
3992,5.3
6691,7.02
1030,7.18
9164,7.46
2220,6.19
9488,Unknown
14637,Unknown
16886,5.51
9947,7.05
3793,8.13
17425,Unknown
13682,Unknown
4327,6.79
16192,6.75
8302,6.1
17128,Unknown
15762,7.3
7686,6.41
5731,6.91
2917,5.87
5586,Unknown
15182,6.33
6326,6.93
1515,5.22
17105,Unknown
2371,6.74
15922,Unknown
2263,6.08
4479,7.13
4239,5.35
16096,Unknown
16529,5.6
893,6.13
1490,4.37
15179,Unknown
10042,Unknown
16200,5.09
8516,Unknown
9407,Unknown
2933,6.71
16877,Unknown
1129,7.38
731,6.44
3084,6.87
7297,5.58
4588,5.74
2795,Unknown
8979,Unknown
7601,5.58
798,7.21
6232,7.27
734,8.16
15010,Unknown
2244,8.1
178,7.21
1174,5.32
14984,7.49
10023,Unknown
9830,7.26
790,7.79
16005,5.38
14578,6.49
198,6.65
12899,6.82
7675,6.54
548,8.23
3339,Unknown
17399,Unknown
16577,Unknown
7465,Unknown
15877,Unknown
10949,6.63
10506,6.5
13951,7.29
15613,6.0
7533,Unknown
66,7.68
4712,7.32
5214,6.21
15161,6.19
5033,Unknown
12804,Unknown
2572,5.99
12901,7.58
17149,Unknown
622,6.67
15656,4.69
6222,5.57
787,7.09
3332,6.42
17249,6.62
6008,6.13
17064,Unknown
8334,7.24
16481,Unknown
11781,7.6
15128,6.24
10946,7.7
515,7.21
478,6.19
4476,6.39
9971,6.26
16610,5.88
16752,Unknown
6899,7.77
12259,Unknown
1033,6.98
11726,Unknown
2598,6.07
1514,6.37
6191,6.57
13723,Unknown
7237,7.27
5753,Unknown
12784,Unknown
16300,Unknown
8236,Unknown
8536,4.83
5521,6.01
1462,6.39
7915,Unknown
1871,6.01
15436,6.29
7209,6.0
9856,5.42
12682,6.61
7349,Unknown
4623,6.25
11901,6.21
4818,Unknown
220,6.88
9953,Unknown
15764,Unknown
14402,Unknown
2476,6.84
4248,5.73
14458,Unknown
16845,Unknown
15879,Unknown
6487,6.15
13590,Unknown
10099,5.36
13720,Unknown
12233,8.13
5650,7.32
16793,5.28
13648,7.22
8052,7.14
16876,5.81
2881,7.01
1677,6.85
11236,7.51
6060,7.81
901,7.92
14438,Unknown
7164,6.36
2296,6.36
11097,5.27
8488,6.34
9713,Unknown
17169,Unknown
11587,7.73
15947,8.46
13980,Unknown
6772,6.52
14971,Unknown
7257,Unknown
2580,6.69
7966,Unknown
2156,6.46
14034,Unknown
9562,Unknown
17444,Unknown
10586,7.63
12307,Unknown
13259,4.89
5254,6.25
681,6.03
4530,6.23
3159,5.43
13732,5.18
2987,8.15
4908,6.19
1882,6.38
10925,5.47
1940,6.82
3296,6.48
3534,5.13
5974,6.63
3729,7.11
490,8.31
5708,4.59
1181,7.69
1375,6.97
5014,6.15
626,6.59
4758,8.22
10304,5.68
14883,Unknown
14469,Unknown
13830,6.49
13845,Unknown
4180,5.02
16293,Unknown
11058,6.14
17356,Unknown
2887,7.11
8876,6.81
4539,6.06
14804,5.73
6671,6.2
6453,Unknown
9211,8.12
1366,6.91
2639,5.34
1191,6.98
5602,7.47
16733,Unknown
5730,7.08
7204,6.68
5296,7.06
13044,7.38
17304,Unknown
2938,5.88
12897,6.03
16398,6.15
8890,7.96
10171,7.13
5979,7.79
4534,6.7
12742,5.35
10065,7.72
7669,Unknown
7607,6.25
15184,Unknown
12393,7.1
14165,5.75
10472,4.82
14687,Unknown
12831,Unknown
17334,7.48
6681,5.68
5428,6.2
13962,8.1
5266,Unknown
13304,7.41
3510,5.8
1784,6.66
7116,Unknown
494,7.34
14225,Unknown
10046,6.24
11055,7.19
2038,7.28
4041,Unknown
9281,6.5
2897,7.19
8558,Unknown
9041,6.61
12333,Unknown
17457,Unknown
12522,5.34
11230,Unknown
2653,7.19
13004,Unknown
9733,6.25
11060,6.21
8514,6.55
2031,5.56
5089,4.31
813,7.05
7235,7.54
14878,5.51
16146,7.51
6280,6.65
4206,5.14
1079,7.03
2226,6.24
14762,Unknown
16827,6.93
10897,7.72
14127,6.97
12793,Unknown
9356,Unknown
3261,6.3
5649,8.11
9642,6.24
3862,4.46
2936,Unknown
14190,Unknown
7080,7.09
3917,5.14
9709,Unknown
15419,6.32
13465,5.51
305,8.31
4056,7.09
17154,5.64
2999,6.65
12010,4.95
9837,4.37
1231,7.17
9706,Unknown
2313,6.15
9643,6.52
14880,5.9
12937,6.1
16163,5.65
4321,5.42
15766,6.31
9030,5.62
2062,6.45
6470,7.25
17501,Unknown
7500,7.24
15972,Unknown
3899,6.49
17367,Unknown
3567,6.31
5452,6.59
8022,7.24
556,7.48
9906,5.03
14987,6.14
4270,5.62
8531,6.89
16064,Unknown
4086,6.12
6663,8.44
12250,Unknown
15395,Unknown
588,5.58
3365,6.27
2670,7.43
5515,5.56
17520,Unknown
16303,Unknown
2395,6.23
5506,5.11
10094,Unknown
2170,6.06
924,6.57
8134,5.14
12084,6.67
9081,Unknown
17063,Unknown
11387,5.74
15796,Unknown
5673,6.55
2774,6.29
7620,7.52
6559,5.98
11743,6.18
9145,6.9
8456,8.06
9846,7.23
12143,Unknown
17036,Unknown
9627,Unknown
5798,5.1
5982,6.64
5882,4.78
9782,5.97
11876,6.62
11647,6.46
14413,Unknown
2181,7.24
14106,5.67
1473,5.61
6103,6.45
14321,Unknown
9082,Unknown
17114,Unknown
9401,6.16
11247,Unknown
421,7.54
9963,Unknown
9898,6.33
9350,Unknown
2306,7.22
16178,Unknown
171,7.55
3956,7.23
5606,6.18
5811,5.42
8462,Unknown
1725,6.59
8938,5.99
13839,5.92
9756,7.96
9974,7.06
9035,Unknown
17025,Unknown
11444,Unknown
904,6.45
3494,6.25
8346,Unknown
17288,Unknown
7797,6.82
16386,Unknown
7396,6.16
15818,6.18
2080,6.86
7928,Unknown
14138,Unknown
7933,6.37
12283,6.8
9316,Unknown
12397,6.49
13440,6.28
9927,7.39
7211,7.44
4677,7.63
6533,4.72
5209,Unknown
2646,7.89
10073,5.08
14470,Unknown
10622,6.12
13823,Unknown
12427,6.56
14311,6.89
13312,Unknown
6365,4.84
14624,5.66
2155,7.03
14986,Unknown
7370,5.6
1301,7.28
7837,5.96
3715,5.26
8111,Unknown
13815,Unknown
16654,Unknown
3622,5.04
4516,6.15
7354,6.55
8750,Unknown
10767,Unknown
1436,6.12
507,7.66
5275,Unknown
10061,5.23
5663,7.34
5402,5.84
5930,7.45
8947,6.42
2339,6.32
12414,Unknown
4386,8.43
16217,Unknown
10310,5.72
7680,5.3
14562,6.64
15798,Unknown
8693,Unknown
643,7.48
12495,6.7
1539,6.56
9121,6.51
1211,5.23
13927,Unknown
2560,5.66
8864,5.64
6106,Unknown
5615,7.39
390,6.47
1464,7.27
1192,7.13
10064,6.61
3590,6.63
15654,6.34
6360,Unknown
8697,Unknown
15410,6.12
6719,5.88
506,7.66
10857,8.46
16273,6.53
11628,Unknown
11701,Unknown
12102,Unknown
1773,8.06
16131,7.65
272,6.73
15462,6.38
8989,5.67
3618,5.17
2381,6.91
11021,6.46
7008,6.27
9269,Unknown
920,7.69
4633,6.47
8504,7.72
746,6.32
7707,6.42
3569,7.16
8982,Unknown
10668,6.79
12295,Unknown
10762,Unknown
8557,Unknown
6448,6.48
5599,7.03
12365,7.01
10355,Unknown
16221,6.46
13597,Unknown
8572,Unknown
13332,Unknown
9484,Unknown
1912,5.89
11583,8.2
599,6.63
3892,8.13
5540,Unknown
1652,6.46
8106,6.55
